"price","rating_count_tot","user_rating","cont_rating","prime_genre"
0,129,4.5,"4+","Travel"
1.99,1628,4.5,"4+","Games"
4.99,20113,4,"17+","Games"
0.99,11000,4.5,"4+","Games"
2.99,196,4.5,"4+","Social Networking"
0,16555,4.5,"4+","Productivity"
0,2207,2.5,"4+","Finance"
0,4645,4,"17+","News"
6.99,235,4.5,"4+","Health & Fitness"
0.99,482,2.5,"12+","Social Networking"
0,0,0,"4+","Utilities"
0,41266,4.5,"17+","Games"
0,0,0,"12+","Games"
0,28902,4.5,"4+","Games"
0,16852,4.5,"12+","Games"
0,0,0,"4+","Travel"
0.99,4678,4.5,"4+","Games"
4.99,95,3.5,"4+","Games"
0,0,0,"4+","Shopping"
0.99,365,4.5,"4+","Games"
0,1385,4.5,"4+","Education"
0,109,4,"4+","Entertainment"
0.99,61,4.5,"4+","Games"
0,12177,4,"4+","Entertainment"
0.99,128,4.5,"17+","News"
1.99,93,2.5,"4+","Photo & Video"
0,418033,4.5,"4+","Games"
9.99,571,4.5,"4+","Health & Fitness"
0,6088,4.5,"4+","Entertainment"
1.99,4806,5,"17+","Productivity"
0,17,4.5,"12+","Travel"
2.99,4996,4.5,"12+","Games"
0,179111,4.5,"17+","Games"
0.99,12,4.5,"4+","Education"
0,729,3.5,"4+","Entertainment"
0,8341,3,"4+","Health & Fitness"
1.99,160,4,"4+","Book"
0,82,2.5,"4+","Utilities"
49.99,297,4,"4+","Music"
4.99,14,5,"4+","Productivity"
0,9010,3.5,"12+","Entertainment"
0,14268,4,"12+","Music"
4.99,1051,4.5,"9+","Games"
0,154911,4.5,"12+","Navigation"
0,46859,4.5,"4+","Games"
1.99,1175,4.5,"4+","Photo & Video"
0,0,0,"4+","Entertainment"
2.99,124,4,"4+","Education"
0,0,0,"4+","Productivity"
0.99,308,4,"4+","Games"
1.99,155,3.5,"4+","Games"
2.99,1225,4,"4+","Navigation"
1.99,150,4,"4+","Games"
0.99,181,4,"4+","Entertainment"
7.99,159,3.5,"12+","Medical"
0.99,76,5,"4+","Travel"
0,134,3.5,"4+","Entertainment"
1.99,15430,4.5,"12+","Games"
0,18749,4.5,"4+","Education"
0,840,3,"4+","Sports"
0,47999,4.5,"4+","Productivity"
0,10939,4,"4+","Productivity"
0,2057,4.5,"12+","Games"
0,24430,4.5,"4+","Productivity"
23.99,5,5,"4+","Reference"
0,3936,4,"4+","Games"
0,3779,4,"4+","Health & Fitness"
0,0,0,"4+","Food & Drink"
0,29078,4.5,"12+","Photo & Video"
4.99,2433,3.5,"4+","Photo & Video"
0,2369,4.5,"17+","Entertainment"
0.99,206,4,"4+","Photo & Video"
3.99,105,4.5,"4+","Sports"
2.99,2319,4.5,"4+","Health & Fitness"
0,11174,3.5,"12+","Photo & Video"
0.99,13,3,"4+","Games"
0,1,5,"17+","Entertainment"
0,11040,4,"4+","Productivity"
0,1191,4.5,"4+","Games"
0,2431,4.5,"12+","Sports"
0,1,1,"4+","Food & Drink"
4.99,50,4,"4+","Health & Fitness"
1.99,181,4,"4+","Games"
0,687,3,"4+","Shopping"
0,1356,2.5,"4+","Food & Drink"
2.99,421,4.5,"9+","Games"
0,0,0,"17+","Entertainment"
0,27421,4.5,"4+","Health & Fitness"
4.99,2145,4.5,"12+","Games"
3.99,7,3.5,"4+","Education"
1.99,26,3,"9+","Games"
0,754,4,"12+","Games"
0.99,56,4,"4+","Games"
0,25193,4.5,"17+","Music"
0,97,4,"17+","Shopping"
0.99,3,3.5,"4+","Games"
8.99,10534,5,"4+","Education"
2.99,11322,5,"9+","Productivity"
2.99,307,4.5,"4+","Productivity"
0,2082,5,"4+","Photo & Video"
0,0,0,"4+","Entertainment"
0,90355,3.5,"4+","Photo & Video"
0.99,2505,4.5,"4+","Games"
1.99,130,2,"4+","Productivity"
24.99,1,1,"12+","Medical"
3.99,525,4.5,"4+","Utilities"
1.99,1941,4.5,"4+","Games"
0.99,2232,4.5,"12+","Games"
0,66002,4.5,"4+","Games"
0,198,4.5,"17+","Shopping"
1.99,104,4,"4+","Games"
0,14,5,"17+","Finance"
0,41428,4.5,"9+","Games"
1.99,3025,4.5,"9+","Games"
4.99,96,3,"12+","Games"
0,2,2.5,"12+","Games"
0.99,0,0,"4+","Navigation"
0,5230,4,"4+","Games"
0,80308,4.5,"12+","Games"
0.99,2298,4,"9+","Games"
1.99,14912,4,"9+","Games"
0,78,4,"4+","Games"
9.99,166,4.5,"4+","Photo & Video"
3.99,0,0,"4+","Education"
0,13237,3.5,"4+","Entertainment"
0,464312,4.5,"9+","Games"
4.99,4422,4,"9+","Games"
19.99,2747,4.5,"12+","Medical"
0.99,53,4.5,"4+","Health & Fitness"
0,1205,3,"4+","Entertainment"
0,198050,4.5,"4+","Games"
0,267394,4.5,"9+","Games"
0,0,0,"4+","Shopping"
0.99,10477,4.5,"17+","Games"
3.99,594,4.5,"4+","Photo & Video"
1.99,6419,4.5,"9+","Games"
2.99,11447,5,"9+","Games"
0,43770,4.5,"4+","Games"
0,6009,3.5,"4+","Entertainment"
0.99,34,4,"4+","Health & Fitness"
0,445,4.5,"4+","Health & Fitness"
0,9875,4.5,"4+","Games"
0,4818,4.5,"4+","Photo & Video"
0,53,2.5,"4+","Shopping"
0,8014,4.5,"17+","Sports"
2.99,322,4.5,"4+","Education"
0,5237,4.5,"12+","Games"
2.99,1044,4.5,"4+","Games"
9.99,0,0,"4+","Education"
0,440,4,"4+","Education"
0,9,3.5,"17+","Finance"
0.99,570,4.5,"4+","Games"
0,186089,5,"4+","Games"
2.99,411,3,"4+","Entertainment"
4.99,6891,4.5,"4+","Games"
2.99,9095,4.5,"12+","Games"
0.99,10604,4.5,"4+","Games"
0,12402,4.5,"17+","Shopping"
0.99,4251,4,"4+","Photo & Video"
0,126233,4.5,"4+","Games"
1.99,2972,4.5,"4+","Games"
0,55548,4,"4+","Games"
2.99,418,4,"12+","Games"
0.99,19,2.5,"17+","Food & Drink"
4.99,53,2.5,"4+","Education"
0,2555,4.5,"9+","Games"
2.99,50,3.5,"12+","Sports"
0,141634,5,"17+","Games"
3.99,7643,4.5,"4+","Photo & Video"
0,22079,4.5,"4+","Games"
0,10514,4.5,"9+","Games"
1.99,38,3.5,"4+","Games"
1.99,2374,4.5,"4+","Games"
0,39501,4.5,"4+","Photo & Video"
0,187579,4.5,"4+","Games"
0,138,4,"4+","Productivity"
2.99,8249,4,"4+","Games"
0,17254,5,"9+","Games"
0.99,9003,5,"4+","Games"
0.99,4294,4.5,"4+","Games"
2.99,342,4,"4+","Education"
0,12,3.5,"4+","Weather"
14.99,1808,4.5,"9+","Games"
1.99,964,4.5,"4+","Lifestyle"
2.99,1,1,"4+","Education"
2.99,0,0,"4+","Education"
2.99,35109,4,"4+","Games"
0.99,37673,4,"12+","Games"
0.99,0,0,"4+","Reference"
0,188568,4.5,"12+","Games"
4.99,903,3.5,"4+","Entertainment"
0.99,1257,4,"4+","Games"
9.99,8767,4,"12+","Games"
0,2196,4,"4+","Education"
0,25,3,"4+","Weather"
0,431,4,"4+","Catalogs"
0,16221,4.5,"4+","Photo & Video"
0,1193,3.5,"9+","Entertainment"
1.99,57878,4.5,"4+","Photo & Video"
0.99,1766,4.5,"4+","Games"
4.99,0,0,"4+","Games"
0,116620,4.5,"4+","Games"
0.99,567,4.5,"12+","Games"
1.99,230,4,"4+","Photo & Video"
0,4057,4.5,"4+","Education"
0,6,4,"4+","Lifestyle"
5.99,1478,4,"4+","Photo & Video"
0,13142,4,"4+","Games"
3.99,15398,4,"9+","Games"
0,75034,4,"4+","Games"
0,16,4.5,"17+","Education"
0,8,4,"4+","Health & Fitness"
0,0,0,"4+","Lifestyle"
0,2500,4,"4+","Games"
0.99,864,4.5,"4+","Entertainment"
0,10511,4,"4+","Photo & Video"
0,7503,5,"4+","Photo & Video"
4.99,0,0,"4+","Education"
3.99,19784,4,"9+","Games"
0,8311,4.5,"4+","Entertainment"
2.99,527,4.5,"4+","Education"
0.99,9567,4.5,"12+","Games"
0,2758,4,"9+","Games"
2.99,41,3.5,"4+","Business"
0,67861,4.5,"9+","Games"
1.99,2846,4,"9+","Games"
0,34694,4,"12+","Games"
1.99,266440,5,"4+","Games"
4.99,105,4.5,"12+","Games"
2.99,14,3,"4+","Productivity"
0,2485,4.5,"4+","Games"
0,68,3,"12+","Entertainment"
2.99,261,3.5,"4+","Health & Fitness"
0,100035,4.5,"4+","Games"
1.99,24530,4.5,"4+","Photo & Video"
4.99,662,4,"12+","Games"
4.99,308,5,"12+","Games"
0,172,2,"4+","News"
0,900,4.5,"4+","Games"
0,2199,4.5,"4+","Games"
0,112603,4.5,"4+","Weather"
1.99,1490,4.5,"12+","Games"
1.99,24,3.5,"17+","Utilities"
3.99,349,4.5,"4+","Education"
4.99,3,2,"4+","Education"
2.99,3473,4,"12+","Games"
0,70,2.5,"4+","Sports"
0,11900,4,"4+","Games"
2.99,408,4,"12+","Games"
0,48032,4.5,"4+","Games"
0,1214,3.5,"4+","Games"
0,612,2.5,"4+","Music"
0,6,5,"4+","Games"
0.99,263,3.5,"4+","Games"
0,122868,4.5,"4+","Games"
4.99,6764,4,"17+","Games"
9.99,373,4,"12+","Games"
6.99,516,4.5,"4+","Games"
1.99,2152,5,"4+","Reference"
2.99,14407,5,"4+","Games"
0,323,2.5,"4+","Games"
0.99,1338,4,"4+","Photo & Video"
0,3278,2.5,"4+","Games"
2.99,425,4.5,"4+","Games"
0,804,5,"17+","Health & Fitness"
0,416,4,"12+","Games"
0,417,4.5,"4+","Education"
3.99,953,4.5,"4+","Entertainment"
0,134080,5,"12+","Games"
2.99,452,4.5,"9+","Games"
0,20383,5,"4+","Education"
0,6407,4.5,"4+","Health & Fitness"
1.99,304,4,"4+","Health & Fitness"
0,0,0,"4+","Finance"
2.99,1690,4.5,"9+","Health & Fitness"
1.99,252,4.5,"4+","Games"
0,19,4.5,"12+","Shopping"
0,80801,4.5,"4+","Games"
3.99,0,0,"4+","Education"
0,22302,3.5,"4+","Games"
3.99,0,0,"12+","Games"
0.99,1522,4,"9+","Games"
0,151559,4.5,"12+","Games"
0,301182,4.5,"12+","Games"
0,762,3.5,"4+","Reference"
0,14402,4.5,"4+","Social Networking"
4.99,98036,4.5,"9+","Games"
2.99,261,5,"4+","Games"
4.99,537,4.5,"4+","Photo & Video"
2.99,1617,4.5,"4+","Education"
3.99,1286,3.5,"4+","Entertainment"
0.99,9,4,"17+","Entertainment"
0.99,144,4.5,"4+","Games"
0,11505,4.5,"4+","Productivity"
0,15053,4.5,"12+","Music"
0,94,3,"17+","Entertainment"
0,75793,4,"4+","Games"
0,40227,4.5,"12+","Games"
2.99,64,3.5,"4+","Education"
0,36404,4,"4+","Social Networking"
0,10,2.5,"4+","Games"
0,412,3,"4+","Health & Fitness"
9.99,135,5,"4+","Music"
0.99,220,4.5,"4+","Music"
5.99,5,4,"4+","Education"
4.99,263,4.5,"4+","Navigation"
2.99,14,4.5,"4+","Book"
2.99,168,4,"4+","Games"
0,6482,4.5,"4+","Productivity"
0,6970,4.5,"4+","Games"
0,53415,4.5,"17+","Games"
4.99,9731,5,"4+","Photo & Video"
0.99,165,4.5,"4+","Finance"
3.99,597,4.5,"12+","Games"
0,33724,4.5,"4+","Games"
0,21601,4,"4+","Games"
0,5233,4,"12+","News"
6.99,608,4.5,"17+","Games"
4.99,852,3.5,"9+","Games"
0.99,2,3.5,"4+","Education"
0,111,2.5,"4+","Lifestyle"
1.99,306,4,"4+","Photo & Video"
0,7427,4.5,"4+","Lifestyle"
0,741,4.5,"4+","Games"
6.99,1772,4.5,"9+","Games"
0,542,3.5,"17+","Social Networking"
0,60601,4.5,"17+","Games"
4.99,818,4.5,"4+","Photo & Video"
5.99,438,4.5,"4+","Book"
2.99,218,4,"4+","Education"
1.99,330,3,"12+","Weather"
2.99,581,4,"4+","Weather"
5.99,1034,3.5,"4+","Finance"
0,4475,4,"4+","Games"
0.99,945,5,"17+","Games"
0,6808,4.5,"4+","Health & Fitness"
0,325,3.5,"4+","Entertainment"
9.99,521,4,"4+","Travel"
2.99,181,4,"4+","Photo & Video"
0,6055,4.5,"4+","Games"
2.99,169,4.5,"12+","Games"
0,11976,4.5,"4+","Social Networking"
0,128,5,"4+","Travel"
0,393469,4.5,"4+","Games"
0.99,2470,4,"4+","Games"
0,5030,4,"4+","Games"
2.99,5102,4.5,"4+","Education"
2.99,47,4,"4+","Games"
0,23160,4.5,"4+","Games"
2.99,1875,4.5,"4+","Health & Fitness"
0,146,2.5,"4+","Sports"
0,2177,4.5,"9+","Photo & Video"
0,0,0,"17+","Lifestyle"
3.99,1189,4.5,"4+","Health & Fitness"
0,111579,4.5,"9+","Games"
0,18072,4.5,"4+","Games"
1.99,155,4,"4+","Productivity"
0,1722,4.5,"4+","Health & Fitness"
2.99,2122,5,"12+","Games"
6.99,9097,4,"17+","Games"
3.99,5513,4.5,"17+","Games"
19.99,559,4,"4+","Productivity"
2.99,184,4,"17+","Productivity"
0.99,726,4.5,"9+","Games"
0,45270,4.5,"17+","Games"
2.99,348,3.5,"12+","Games"
2.99,226,4,"4+","Games"
4.99,15030,4.5,"12+","Games"
0,155903,4.5,"12+","Games"
0,13436,4.5,"12+","Health & Fitness"
0.99,303,4.5,"4+","Health & Fitness"
6.99,78,5,"9+","Games"
0,123859,4.5,"4+","Games"
2.99,108,4.5,"4+","Games"
0,9,4.5,"12+","Games"
2.99,5078,4.5,"4+","Games"
0,142,2.5,"4+","Sports"
0,218024,4.5,"4+","Games"
2.99,452,4,"4+","Entertainment"
0,0,0,"17+","News"
1.99,289,4.5,"4+","Games"
0,29090,4.5,"12+","Games"
2.99,386,4.5,"4+","Photo & Video"
0,41277,4.5,"9+","Games"
2.99,477,4.5,"4+","Education"
0,14682,3.5,"4+","Shopping"
0.99,294,3.5,"12+","Productivity"
9.99,0,0,"4+","Education"
0,77,3.5,"17+","News"
2.99,195,3.5,"12+","Games"
0,1458,4.5,"4+","Entertainment"
0.99,3525,4.5,"9+","Games"
0,22,5,"4+","Travel"
0,7,4,"4+","Education"
1.99,9035,4.5,"4+","Entertainment"
1.99,3311,4.5,"4+","Games"
0.99,26,3.5,"12+","Games"
0,1525,4.5,"4+","Utilities"
2.99,1436,4.5,"4+","Games"
3.99,1622,4.5,"9+","Games"
0.99,702,4,"12+","Games"
0,897,3.5,"12+","Games"
0,689,2.5,"4+","Photo & Video"
0,248,4,"4+","Education"
0,39217,4.5,"4+","Games"
4.99,2054,4.5,"9+","Games"
0,5684,4,"4+","Lifestyle"
0.99,5305,4.5,"9+","Games"
2.99,362,4.5,"4+","Health & Fitness"
0,0,0,"4+","Travel"
0,4861,4.5,"4+","Shopping"
2.99,1033,4.5,"4+","Utilities"
4.99,3376,4.5,"12+","Games"
0,1274,4.5,"4+","Photo & Video"
1.99,36809,5,"9+","Games"
1.99,1702,4,"4+","Utilities"
0,107916,4,"9+","Games"
1.99,2971,4.5,"4+","Photo & Video"
0,15399,4.5,"4+","Games"
5.99,3610,4.5,"4+","Photo & Video"
0,1,4,"4+","Food & Drink"
0,41,4.5,"4+","Shopping"
2.99,9,4.5,"4+","Entertainment"
2.99,273,3.5,"4+","Book"
4.99,4511,4.5,"4+","Music"
1.99,3431,4.5,"4+","Music"
0,488,3.5,"12+","Games"
4.99,150,3,"4+","Utilities"
4.99,238,4.5,"12+","Games"
6.99,530,4,"17+","Photo & Video"
0.99,259,4.5,"4+","Social Networking"
0.99,299,5,"4+","Games"
0,23779,4.5,"9+","Games"
4.99,1761,4.5,"4+","Productivity"
0,0,0,"12+","Reference"
2.99,409,4,"9+","Games"
0,241929,4.5,"9+","Games"
0,0,0,"17+","Lifestyle"
2.99,1501,5,"12+","Food & Drink"
0,53285,4.5,"17+","Games"
0,0,0,"9+","Entertainment"
1.99,6696,4,"4+","Lifestyle"
0,9930,4,"12+","Games"
0.99,317,4.5,"4+","Games"
2.99,0,0,"4+","Games"
4.99,1476,4.5,"4+","Utilities"
0,668,3,"4+","Education"
0.99,5,4.5,"4+","Photo & Video"
0,0,0,"12+","Entertainment"
20.99,0,0,"4+","Navigation"
0,64586,4.5,"12+","Games"
14.99,896,4,"4+","Business"
0,5222,4,"4+","Entertainment"
0,58,3,"4+","Photo & Video"
1.99,10239,4.5,"4+","Games"
2.99,352,4.5,"4+","Education"
2.99,613,4,"4+","Photo & Video"
0,2641,3.5,"12+","Sports"
0,81648,4.5,"4+","Games"
2.99,4137,4.5,"4+","Health & Fitness"
0,599,4.5,"4+","Photo & Video"
0.99,6,4,"4+","Education"
3.99,2036,4.5,"12+","Games"
0.99,2817,4.5,"12+","Games"
0.99,598,4.5,"9+","Games"
0,5526,4.5,"12+","Games"
0,9303,3.5,"12+","Entertainment"
0,27738,4.5,"9+","Games"
1.99,12376,4.5,"4+","Games"
1.99,511,4,"4+","Games"
4.99,217,4,"4+","Games"
3.99,1922,4,"4+","Education"
2.99,1582,4.5,"4+","Entertainment"
0,0,0,"4+","Lifestyle"
0,4640,4.5,"9+","Utilities"
0,110062,4.5,"4+","Games"
0,4283,4.5,"4+","Health & Fitness"
0,27122,4.5,"12+","Games"
0,145,4.5,"4+","Games"
0,7573,4,"4+","Social Networking"
0,9109,4,"4+","Games"
0,78,4,"17+","Utilities"
4.99,501,4.5,"4+","Health & Fitness"
0,778,3,"4+","Photo & Video"
0,8516,4.5,"12+","Games"
1.99,7078,4.5,"12+","Games"
2.99,725,4.5,"12+","Games"
2.99,20200,4.5,"4+","Photo & Video"
5.99,1718,4.5,"4+","Photo & Video"
2.99,529,4.5,"4+","Games"
0,58,3.5,"4+","Education"
0,205,3.5,"12+","Games"
0,220,4.5,"4+","Photo & Video"
2.99,1238,4,"4+","Education"
0,816,4.5,"4+","Games"
0,314,3.5,"4+","Education"
0,202,4,"4+","Entertainment"
0,18,4,"4+","Shopping"
0.99,172,4,"4+","Education"
0,60488,4.5,"4+","Games"
2.99,9021,4.5,"4+","Photo & Video"
1.99,1072,4.5,"4+","Games"
1.99,1477,4,"4+","Utilities"
0,1625,3,"4+","Food & Drink"
0,10118,3.5,"12+","Music"
0,50593,4.5,"4+","Games"
0,47963,4,"9+","Games"
0,23895,4.5,"12+","Games"
2.99,684,4.5,"12+","Games"
0,3546,3,"4+","Education"
0.99,173,4.5,"4+","Finance"
0,21858,4.5,"4+","Finance"
0,1636,4.5,"4+","Music"
0,28654,4.5,"4+","Photo & Video"
0,118,4.5,"12+","Entertainment"
4.99,1525,4.5,"4+","Photo & Video"
1.99,205,3.5,"4+","Games"
0,65831,4.5,"4+","Games"
2.99,2347,4.5,"4+","Games"
3.99,91,4.5,"12+","Medical"
0,3858,4.5,"12+","Games"
2.99,209,4.5,"4+","Games"
0,99206,4.5,"12+","Games"
6.99,11768,4.5,"4+","Productivity"
0,11250,4.5,"12+","Games"
0,1609,3,"12+","Social Networking"
0.99,364,4.5,"4+","Health & Fitness"
0,370370,5,"4+","Games"
0,1452,4.5,"4+","Utilities"
0.99,296,4,"4+","Games"
4.99,602,4.5,"4+","Games"
59.99,29,4.5,"4+","Education"
3.99,63,4.5,"4+","Music"
1.99,15855,5,"4+","Games"
0,1005,4.5,"12+","Games"
2.99,1259,4.5,"4+","Games"
0,41214,4.5,"4+","Games"
1.99,1245,5,"4+","Health & Fitness"
0.99,91,4.5,"4+","Games"
0,2963,4.5,"12+","Games"
0,1929,5,"4+","Games"
0,12755,4.5,"4+","Productivity"
0,25152,4.5,"9+","Games"
0,55783,4.5,"4+","Games"
0,1019,3.5,"4+","Education"
0,1862,3.5,"4+","Games"
7.99,4336,4.5,"9+","Games"
0,3687,4,"12+","Music"
3.99,148,4,"4+","Games"
0,391401,4.5,"4+","Games"
0,31,4.5,"12+","Book"
0,274,2,"4+","Social Networking"
0,20251,4.5,"17+","Sports"
0,13898,3,"12+","Sports"
0,15617,4.5,"9+","Games"
0,23775,4.5,"4+","Finance"
0,6013,4,"9+","Games"
4.99,257,4.5,"4+","Education"
15.99,88,3.5,"4+","Education"
0,107797,4.5,"4+","Games"
0,154,3.5,"9+","Games"
2.99,2535,4.5,"4+","Games"
0,2227,4.5,"4+","Lifestyle"
0,5,3.5,"4+","Education"
0,5424,4.5,"4+","Entertainment"
0,83,3,"4+","Utilities"
0,4361,4.5,"4+","Games"
0,151,4.5,"9+","Games"
4.99,5405,4.5,"4+","Productivity"
2.99,536,4,"4+","Education"
0,16968,4.5,"17+","Games"
0,72989,4.5,"12+","Games"
0,6676,4.5,"4+","Education"
1.99,1072,4.5,"4+","Games"
14.99,2998,4.5,"9+","Games"
0,1037,3,"12+","Social Networking"
0,0,0,"17+","Catalogs"
0,25947,4.5,"4+","Food & Drink"
4.99,2816,4.5,"4+","Games"
0,0,0,"4+","Health & Fitness"
1.99,1889,4.5,"12+","Games"
6.99,199,4,"12+","Games"
0.99,3282,4.5,"4+","Games"
0.99,12099,5,"17+","Games"
0,62,4.5,"12+","Book"
4.99,0,0,"4+","Games"
0,3403,4,"4+","Games"
0.99,155,4.5,"9+","Games"
0,37304,4.5,"9+","Games"
0,12617,5,"4+","Shopping"
0,5,5,"4+","Health & Fitness"
2.99,77370,4.5,"4+","Games"
0,968,5,"4+","Photo & Video"
3.99,6,3.5,"4+","Education"
0,11341,4.5,"4+","Games"
0,6677,4.5,"4+","Shopping"
0,66,4,"4+","Shopping"
0.99,12,2.5,"4+","Entertainment"
4.99,3124,4,"12+","Games"
0,334,4.5,"4+","Entertainment"
0,0,0,"4+","Games"
0.99,1420,4.5,"4+","Games"
0,514,3.5,"4+","Photo & Video"
0,43,3.5,"17+","Sports"
0,52831,4.5,"4+","Games"
0,19340,4,"9+","Games"
2.99,681,4.5,"12+","Games"
3.99,24909,4.5,"4+","Games"
5.99,394,4.5,"4+","Book"
2.99,257,3.5,"4+","Education"
1.99,54,3.5,"9+","Entertainment"
4.99,5150,4.5,"4+","Photo & Video"
2.99,895,4,"4+","Entertainment"
0,6917,4.5,"4+","Games"
2.99,427,4,"12+","Games"
2.99,690,4.5,"4+","Education"
0,17213,4,"4+","Games"
0,14198,3,"12+","Entertainment"
4.99,8673,4.5,"9+","Games"
0,1654,2,"17+","Entertainment"
0,6,2.5,"17+","Social Networking"
1.99,21,2.5,"4+","Education"
0,20,5,"17+","Entertainment"
0,0,0,"4+","Education"
1.99,3542,4.5,"4+","Games"
3.99,72,3,"4+","Education"
0.99,507,4.5,"17+","Games"
0,4327,4,"4+","Games"
0,72187,4.5,"12+","Entertainment"
2.99,61,4,"4+","Games"
0.99,29540,4.5,"12+","Games"
2.99,52,4,"9+","Productivity"
4.99,1784,4,"9+","Games"
0,225,4.5,"4+","Food & Drink"
0,787,2,"12+","Entertainment"
0,3615,4,"4+","Games"
0,10618,4.5,"4+","Photo & Video"
0.99,3699,4.5,"4+","Games"
0,0,0,"4+","Entertainment"
4.99,196,3.5,"4+","Education"
1.99,439,4.5,"9+","Games"
2.99,536,4.5,"4+","Education"
2.99,691,4.5,"4+","Education"
0,768,4.5,"4+","Shopping"
4.99,149,4,"17+","Business"
1.99,2,5,"4+","Productivity"
2.99,20144,4.5,"4+","Games"
9.99,15248,4.5,"4+","Productivity"
2.99,9,4,"4+","Weather"
14.99,2170,4.5,"12+","Games"
4.99,160,4.5,"4+","Games"
6.99,311,4.5,"4+","Education"
4.99,169,3.5,"4+","Education"
0,1195,3,"12+","Entertainment"
0,6,4,"17+","Photo & Video"
0,2892,4.5,"4+","Games"
2.99,1689,4,"4+","Entertainment"
0,16925,4.5,"4+","Entertainment"
1.99,6424,4.5,"4+","Lifestyle"
4.99,28497,4.5,"4+","Weather"
0,35702,4.5,"4+","Weather"
0,4162,4.5,"4+","Utilities"
2.99,2167,4,"4+","Utilities"
1.99,425,4,"4+","Music"
2.99,6645,4.5,"4+","Utilities"
0,47803,4.5,"4+","Utilities"
0,4959,4,"4+","Utilities"
3.99,1635,4,"4+","Utilities"
14.99,6288,4.5,"4+","Productivity"
3.99,28032,4.5,"4+","Weather"
0,45696,4.5,"4+","Weather"
4.99,50,3,"4+","Music"
0,0,0,"4+","Food & Drink"
1.99,128,4,"4+","Photo & Video"
0.99,6,5,"4+","Education"
1.99,51,2,"4+","Utilities"
1.99,187,4.5,"12+","Games"
4.99,121,5,"4+","Education"
1.99,834,4.5,"4+","Games"
1.99,42,4.5,"4+","Utilities"
2.99,481,4.5,"12+","Games"
0,11785,4.5,"4+","Games"
0,11933,4.5,"4+","Games"
14.99,0,0,"17+","Games"
0.99,0,0,"12+","Games"
1.99,423,3.5,"4+","Games"
0,93,4,"4+","Productivity"
6.99,32533,4,"17+","Games"
3.99,1827,4.5,"4+","Photo & Video"
2.99,258,4.5,"4+","Health & Fitness"
4.99,276,4,"17+","Games"
3.99,22,3.5,"9+","Games"
4.99,69,3.5,"4+","Games"
0,439,4.5,"12+","Sports"
0,15900,3.5,"12+","Entertainment"
0,9496,3,"12+","Entertainment"
0,84680,4.5,"4+","Games"
0,63291,4.5,"12+","Games"
4.99,155,4.5,"9+","Games"
0.99,197,4.5,"17+","Travel"
0.99,195,4.5,"17+","Lifestyle"
0,4293,4.5,"4+","Photo & Video"
0,4350,4.5,"4+","Entertainment"
0,201,4.5,"17+","Book"
0,10358,4,"12+","Games"
4.99,0,0,"4+","Games"
0.99,10,1.5,"12+","Lifestyle"
0,60271,4.5,"4+","Games"
0,1551,4.5,"4+","Games"
1.99,32,4.5,"4+","Games"
0.99,139,3.5,"9+","Games"
0.99,21,2.5,"4+","Photo & Video"
4.99,400,4,"4+","Games"
0.99,244,3.5,"4+","News"
0.99,1,5,"9+","Games"
0,66,4,"4+","Photo & Video"
0.99,59,4,"4+","Games"
0,493,4.5,"4+","Travel"
0,13842,4.5,"9+","Games"
3.99,541,4,"4+","Productivity"
0,0,0,"12+","Games"
3.99,6136,4.5,"4+","Games"
0,20980,4.5,"9+","Games"
1.99,2394,4.5,"9+","Games"
0,6077,5,"4+","Education"
4.99,4756,4.5,"4+","Productivity"
1.99,245,4,"4+","Productivity"
3.99,0,0,"4+","Photo & Video"
0,4162,4.5,"4+","Games"
0,92,4.5,"4+","Travel"
7.99,7004,4.5,"4+","Productivity"
0.99,178,3,"4+","Games"
2.99,18494,4.5,"4+","Games"
6.99,8843,4,"12+","Games"
0.99,2,1,"4+","Games"
0.99,217,4,"4+","Photo & Video"
1.99,64,4,"9+","Photo & Video"
0,407,4.5,"4+","Health & Fitness"
3.99,1016,4,"12+","Games"
4.99,4459,3,"4+","Games"
1.99,503,4.5,"12+","Games"
0,0,0,"17+","Education"
0,4861,5,"4+","Health & Fitness"
0,0,0,"4+","Education"
0,19355,4.5,"12+","Games"
0,54282,4.5,"4+","Photo & Video"
0,1849,4,"4+","Lifestyle"
1.99,987,4.5,"4+","Games"
0,0,0,"17+","Lifestyle"
3.99,849,4.5,"4+","Games"
0,12,4.5,"17+","Finance"
3.99,1218,4,"4+","Games"
0,0,0,"4+","Education"
0,1193,4.5,"17+","Social Networking"
0,13097,4.5,"17+","Games"
39.99,1297,4.5,"4+","Music"
1.99,2917,4.5,"12+","Games"
0,149138,4.5,"4+","Games"
3.99,13245,3.5,"9+","Games"
0,40,4,"4+","Games"
0,58640,5,"4+","Games"
1.99,0,0,"4+","Weather"
0,1534,4,"4+","Utilities"
2.99,22,4.5,"17+","Social Networking"
0,0,0,"17+","News"
0,14,4.5,"4+","Games"
0,1,5,"4+","Productivity"
0,22877,4.5,"4+","Games"
0,24999,4.5,"4+","Games"
0.99,14,3.5,"4+","Productivity"
3.99,834,4.5,"4+","Education"
0,8899,4.5,"12+","Games"
2.99,746,4,"4+","Games"
3.99,703,4,"4+","Games"
2.99,7,3.5,"4+","Music"
4.99,39,4,"4+","Games"
2.99,3821,4.5,"4+","Education"
0,5,1.5,"17+","Lifestyle"
