"size_bytes","price","rating_count_tot","rating_count_ver","user_rating","user_rating_ver","cont_rating","prime_genre","sup_devices.num","ipadSc_urls.num","lang.num"
13518848,1.99,3775,132,5,5,"4+","Sports",37,4,6
134242304,0.99,2007,80,4.5,4.5,"9+","Games",40,5,9
210625536,0.99,12799,95,4.5,4,"9+","Games",40,5,10
37910528,4.99,379,0,4,0,"4+","Business",37,5,24
176737280,0,5090,6,4,3.5,"4+","Games",37,5,1
83620864,4.99,1016,45,4.5,4.5,"4+","Utilities",37,5,9
161200128,0,95892,2,4,1,"4+","Games",37,0,1
461555595,2.99,1618,1267,4.5,4.5,"12+","Games",43,0,1
75341824,2.99,0,0,0,0,"4+","Education",40,5,1
174097408,0,5356,63,3,3.5,"4+","Entertainment",37,4,2
656429019,15.99,1992,1583,4.5,4.5,"9+","Games",26,5,1
258815519,2.99,646,369,4,4.5,"4+","Games",43,5,1
37879808,0.99,541693,69225,4.5,4.5,"17+","Games",43,5,1
58882048,0,124618,8588,4.5,4.5,"4+","Games",40,5,7
72814592,2.99,238,24,4.5,5,"4+","Music",38,0,12
489748292,4.99,5435,3205,4,4,"9+","Games",43,5,1
171300864,0,39502,13,4,4,"4+","Games",24,5,1
75674624,24.99,1576,33,4,4.5,"4+","Music",43,5,16
57106432,27.99,1,1,4,4,"4+","Food & Drink",38,4,1
76895232,0,13257,109,4.5,5,"4+","Entertainment",37,0,1
61618176,1.99,41,0,4,0,"4+","Business",37,1,33
161255424,0.99,45121,1168,5,4.5,"4+","Games",40,5,1
145968128,1.99,11187,5,4.5,5,"4+","Games",38,5,13
1101865984,19.99,406,3,4.5,3.5,"12+","Medical",37,5,7
125812736,1.99,1129,93,5,5,"4+","Lifestyle",40,4,12
9167872,2.99,609,12,4.5,5,"4+","Education",37,5,10
116411392,0,175,3,2.5,4.5,"4+","Travel",37,0,8
99992576,0,101,0,4.5,0,"4+","Entertainment",37,0,3
19538944,1.99,0,0,0,0,"4+","Utilities",37,1,1
16457728,0,0,0,0,0,"17+","Lifestyle",37,0,1
23957504,0.99,1418,138,4.5,4,"9+","Games",43,5,1
12806454,4.99,144,36,2.5,1.5,"4+","Entertainment",40,0,1
96060416,0,61724,100,3.5,4.5,"4+","News",37,4,1
82534400,0,3582,70,4,3.5,"4+","Navigation",38,5,25
689295360,6.99,53,13,4.5,4.5,"4+","Health & Fitness",37,5,1
15771648,0,39,2,2,1,"4+","Entertainment",37,0,1
15943044,2.99,164,22,4,3.5,"4+","Entertainment",43,0,17
140154880,0,3115,87,4,4.5,"4+","Health & Fitness",37,0,1
58883072,0,689,338,2.5,2.5,"12+","Social Networking",37,5,11
23020544,4.99,10,0,4.5,0,"4+","Travel",37,1,1
9299968,0,0,0,0,0,"4+","Finance",37,2,1
56845312,0,18492,8,2.5,4.5,"12+","Entertainment",37,5,1
3700736,0,0,0,0,0,"4+","Book",38,0,1
134009856,0,18219,5,4,4,"4+","Productivity",37,5,11
47760353,2.99,2,2,3,3,"4+","Games",26,5,1
98764800,0,39819,58,4,3,"17+","Social Networking",37,0,6
130970624,0,55338,455,4.5,4.5,"9+","Entertainment",38,5,21
130950144,0.99,7204,337,4.5,4.5,"9+","Entertainment",38,5,21
113641472,0,567344,4887,4.5,4.5,"4+","Games",38,5,18
51230720,5.99,2555,44,4.5,4,"4+","Food & Drink",37,5,1
64246784,0.99,11,3,3,5,"4+","Entertainment",38,5,3
82781184,0,481,1,4.5,5,"17+","Food & Drink",37,5,1
185695232,0,59255,599,4.5,4.5,"4+","Productivity",37,5,47
1196212224,2.99,228,228,4.5,4.5,"12+","Games",38,0,2
81857536,0,437,0,4.5,0,"4+","Productivity",37,0,2
76383232,1.99,1156,77,4,4,"4+","Games",38,5,1
43375753,1.99,475,475,4.5,4.5,"4+","Games",43,0,1
178581504,3.99,664,70,4.5,4.5,"4+","Health & Fitness",37,3,1
81019904,0,51330,58,4.5,4.5,"4+","Photo & Video",37,5,7
109940736,0,119316,33,4.5,4,"9+","Music",37,5,12
104392704,9.99,23,3,3.5,3.5,"4+","Medical",38,5,1
174490624,9.99,112,8,4,3,"4+","Education",37,5,3
64406528,0,8062,197,4,3.5,"4+","Education",40,5,1
119231488,0.99,26881,5,4.5,3.5,"4+","Games",38,5,9
120187904,0,405007,4053,4.5,5,"4+","Games",38,5,9
32492544,0,623,1,2.5,1,"17+","Finance",37,0,1
77778944,0,106235,4605,4.5,5,"4+","Music",37,5,6
84877312,0,286,2,4,5,"9+","Shopping",37,5,1
721056768,2.99,5606,44,3.5,4,"9+","Games",40,5,9
599319461,0.99,9,9,4.5,4.5,"4+","Games",43,5,1
54148397,0,12002,759,4.5,3.5,"4+","Games",43,4,3
86945792,1.99,7,0,4.5,0,"4+","Education",37,0,1
1428322304,2.99,2183,64,4.5,4,"17+","Games",40,4,1
191521792,0,208,0,5,0,"4+","Lifestyle",37,5,1
87960576,0,9519,3,3.5,4,"4+","Food & Drink",37,0,1
84792320,0,79905,324,4.5,4.5,"12+","Photo & Video",37,5,36
156038144,0,706110,97,4.5,4,"9+","Games",38,5,1
10027923,0,83,80,3,3,"4+","Entertainment",43,5,1
107940864,0,248,9,3.5,3,"4+","Utilities",38,0,2
74442752,0,1007,3,5,2.5,"12+","Games",43,5,1
207154176,9.99,9889,262,4.5,4.5,"4+","Productivity",37,5,16
42811392,2.99,1589,60,4.5,4.5,"4+","Games",24,5,16
120474624,0,4909,479,4.5,5,"4+","Photo & Video",37,2,13
2441125888,9.99,1454,102,4,4,"12+","Games",43,5,1
63531008,0,57,4,2.5,3.5,"4+","Finance",40,0,1
104166400,1.99,279,21,4.5,4.5,"4+","Games",40,5,17
36770816,0,3287,88,4,4,"17+","Entertainment",37,0,1
21049015,0.99,2144,1700,4.5,4.5,"4+","Games",26,5,1
37417984,0.99,1348,2,4.5,3,"4+","Education",37,5,1
78962688,0.99,3189,1459,4.5,4.5,"4+","Games",43,5,1
77113344,0,3978,58,4.5,5,"4+","Photo & Video",37,5,16
63654912,2.99,0,0,0,0,"12+","Reference",37,5,2
96497664,0.99,22281,49,4.5,4,"4+","Games",38,5,30
96586752,0,275,0,5,0,"17+","Entertainment",38,4,2
151254016,0,70926,927,4.5,4.5,"4+","Games",24,5,5
401727488,4.99,1339,459,4,4,"4+","Games",39,4,9
20826112,3.99,10014,514,4,4.5,"4+","Weather",37,3,1
27192320,9.99,128,4,4,3,"4+","Productivity",37,0,30
3409920,2.99,346,14,4,4,"4+","Photo & Video",37,1,1
61895680,0,22,0,3,0,"4+","Lifestyle",38,0,2
61468672,2.99,1478,72,4.5,4.5,"12+","Games",43,5,16
157290496,4.99,2125,561,4.5,4.5,"4+","Games",47,5,1
224559104,2.99,734,23,4,4.5,"9+","Games",37,5,1
72188928,0,8520,49,4.5,4.5,"4+","Photo & Video",37,5,18
55636992,0,1952,29,4.5,4.5,"4+","Photo & Video",38,5,24
112790528,0,26060,0,5,0,"4+","Photo & Video",37,5,1
153457664,0,42,0,4.5,0,"4+","Shopping",38,0,2
85724160,0,2478,109,4.5,4,"12+","Shopping",37,0,2
211127296,0,426,14,4.5,5,"17+","Shopping",37,0,4
68831232,0,373,8,4.5,5,"12+","News",37,5,2
49426432,2.99,2798,277,4,4.5,"4+","Productivity",38,5,15
50291712,0,0,0,0,0,"17+","Food & Drink",37,0,1
42329088,0,691,1,3.5,5,"17+","Utilities",37,3,1
215178240,2.99,571,28,4.5,4.5,"12+","Medical",37,5,4
1222732800,0,47382,50,4,4.5,"4+","Games",37,5,7
58088448,0.99,416,7,4,3.5,"12+","Games",37,5,1
95494144,0,101679,181,5,5,"4+","Finance",37,0,1
98640896,0,9,0,1.5,0,"17+","Finance",38,0,1
171482112,0,41108,258,4.5,4.5,"4+","Games",38,5,45
111136768,1.99,1127,25,4,4.5,"12+","Games",40,2,1
133086208,0,18544,14,4.5,4.5,"4+","Shopping",37,0,1
37157888,8.99,248,20,4,4.5,"17+","Food & Drink",37,5,6
146078720,1.99,84,4,4.5,5,"9+","Games",40,2,1
81991680,2.99,1397,25,4,3.5,"4+","Education",40,5,18
323621888,2.99,3107,110,4.5,3.5,"4+","Education",40,5,1
240521216,0,130519,1445,4.5,5,"4+","Games",37,5,7
74172416,0,8454,26,4.5,5,"4+","Photo & Video",40,5,2
153064448,0,1114,34,4.5,4.5,"4+","Productivity",37,5,12
68812800,0,777,0,4.5,0,"12+","Games",37,5,7
187158528,4.99,0,0,0,0,"4+","Games",38,5,1
76591104,0,69610,69,4.5,4,"12+","Games",43,4,1
56189952,6.99,14469,81,4,4,"4+","Productivity",37,5,22
67291136,3.99,0,0,0,0,"4+","Education",38,0,1
63563776,0,308,11,4,5,"4+","Productivity",37,0,1
117131264,0,9796,60,4.5,4.5,"4+","Education",37,5,6
120731648,0,456,1,4.5,5,"17+","Health & Fitness",38,0,2
36002816,1.99,4243,48,4,4.5,"4+","Utilities",37,5,2
68782080,0,7,0,4,0,"17+","Shopping",37,5,1
52942848,0,160,3,4,5,"4+","Photo & Video",38,0,9
75843584,0,1057,1,4,2,"4+","Education",37,5,31
71257088,0,18202,514,4,3.5,"12+","Music",37,5,12
829148559,6.99,17895,10970,4.5,4,"12+","Games",39,4,12
130115584,1.99,27593,386,4,4,"4+","Games",40,5,1
61694976,4.99,875,51,3,4,"4+","Utilities",37,5,1
1043664896,6.99,708,59,4,4,"12+","Games",37,5,1
26597376,9.99,183,14,5,5,"4+","Photo & Video",35,4,21
17691648,0,26,3,4,5,"4+","Games",37,4,2
111604736,0,12251,93,4,4,"4+","Games",38,5,1
47083520,2.99,712,53,3.5,2,"4+","Education",43,5,1
84864000,0,26286,2,4.5,3.5,"12+","Music",25,0,1
58839040,0,2249,495,4.5,4.5,"4+","Shopping",37,0,1
6529024,0.99,21,2,4,3.5,"9+","Utilities",37,0,1
95603712,0.99,143285,406,4.5,4.5,"12+","Games",40,5,14
41779200,0.99,295,133,4.5,4.5,"4+","Games",43,5,1
53489664,0.99,1151,129,4,4,"4+","Entertainment",43,0,13
55357440,2.99,2286,1060,4,4.5,"4+","Entertainment",26,4,13
303058944,0.99,4337,398,4,4,"4+","Entertainment",40,5,1
20669440,0,373857,3428,4.5,4.5,"4+","Games",38,5,11
73878528,0,2099,4,4,3.5,"4+","Photo & Video",37,5,11
8352768,0,22,4,3.5,1.5,"17+","Weather",37,5,1
26501120,2.99,2516,994,4.5,5,"12+","Weather",38,5,1
80380928,7.99,319,13,4,4.5,"4+","Business",24,5,7
38629376,1.99,1164,76,5,4.5,"4+","Games",43,5,13
143166464,0,16819,348,5,5,"4+","Health & Fitness",37,5,12
89068544,2.99,14214,11,5,3.5,"9+","Games",37,0,1
36269056,0,39501,741,4.5,5,"12+","Photo & Video",37,5,23
29992960,0,203,84,4,4.5,"4+","Weather",37,1,1
150128640,9.99,210,2,3,2,"4+","Productivity",24,5,1
103106560,0,48,3,4.5,5,"4+","Navigation",37,5,1
126416896,2.99,24314,123,4.5,3.5,"4+","Games",38,5,14
29258752,1.99,12770,18,4.5,3.5,"9+","Games",40,5,1
108229632,0,428,0,4.5,0,"17+","News",38,4,2
68317184,1.99,8568,1902,4.5,4.5,"4+","Games",43,5,1
66832384,0.99,8404,79,4.5,4.5,"4+","Games",40,5,3
157950976,0,46922,414,4.5,4.5,"4+","Travel",37,0,1
56814592,0,1341,266,4.5,4.5,"12+","Medical",38,5,9
116476928,0,2130805,579,4.5,4.5,"9+","Games",38,5,18
94023680,1.99,298,20,5,5,"4+","Entertainment",24,5,8
115895296,0,31311,83,4.5,4.5,"4+","Games",38,5,14
28716032,1.99,397,5,2.5,3,"17+","Health & Fitness",37,4,1
132038656,0,21082,37,3.5,3.5,"4+","Entertainment",37,5,1
113905664,0,8077,29,3,2,"4+","Entertainment",37,5,1
109049856,0,5703,13,3.5,3,"4+","Entertainment",37,4,1
151613440,2.99,2798,529,3.5,4,"9+","Games",43,5,2
93207552,0,39436,6,2.5,1.5,"4+","Entertainment",37,5,1
133628928,0.99,0,0,0,0,"4+","Finance",37,0,1
187506688,4.99,1000,15,4.5,4.5,"4+","Games",38,5,5
48428032,0,141960,579,4.5,4.5,"12+","Shopping",37,5,30
54198272,2.99,59,3,3.5,3.5,"4+","Education",38,5,1
88022016,1.99,12319,0,4.5,0,"4+","Photo & Video",37,5,4
94266368,0,93781,0,4.5,0,"4+","Photo & Video",37,5,4
144196155,0,69624,58269,4.5,4.5,"12+","Games",43,5,1
79683584,0,20065,113,4.5,4,"4+","Entertainment",24,5,13
123238400,0,78,0,4,0,"17+","Social Networking",37,0,1
10240000,1.99,350,170,3.5,3.5,"4+","Sports",43,5,1
411227136,1.99,360,4,4.5,5,"4+","Games",40,5,1
53772288,0.99,9119,1541,5,4.5,"9+","Games",43,5,2
245444608,2.99,3389,203,4.5,4.5,"12+","Games",40,4,1
65789952,0,12508,810,4,4,"4+","Lifestyle",38,0,10
301228032,0,78918,4345,4.5,4.5,"17+","Games",43,4,1
107032576,0,65201,148,4.5,4,"4+","Games",38,4,13
714801152,3.99,1,1,5,5,"4+","Games",43,4,1
260106240,0,26259,38,4.5,3.5,"4+","Games",37,0,1
281676680,4.99,39,39,4,4,"4+","Games",26,5,7
21434368,0,3711,525,4.5,4.5,"4+","Photo & Video",38,0,27
53814272,6.99,112,9,3.5,3.5,"12+","Health & Fitness",37,1,1
210245632,0.99,9453,11,4.5,4.5,"4+","Games",25,5,1
53230592,0,1571,9,3.5,1.5,"12+","Photo & Video",37,1,1
59056128,1.99,1775,161,3.5,3.5,"4+","Games",43,5,1
189151232,0,122081,49,4.5,4,"4+","Games",38,5,1
417707008,2.99,372,24,4,4,"4+","Education",40,5,15
54250496,0,41,0,4.5,0,"17+","Lifestyle",37,5,1
45790208,0,809,4,2.5,3,"12+","Sports",37,4,1
123987968,1.99,239,2,4,5,"4+","Photo & Video",38,5,29
36912128,0.99,138,0,3.5,0,"4+","Sports",37,0,1
49332224,0,403,5,2.5,1,"4+","Entertainment",37,0,1
222380032,2.99,21325,195,4.5,4.5,"9+","Games",37,5,13
41123840,0,9975,15,4.5,3,"12+","Music",37,1,1
320535552,0,83784,358,4.5,4.5,"12+","Games",38,5,33
171828224,0,32492,2346,4.5,4.5,"12+","Games",38,5,14
50043904,0,7496,79,4.5,4.5,"4+","Health & Fitness",37,5,5
26168320,1.99,0,0,0,0,"4+","Health & Fitness",37,4,1
52120576,0.99,14,0,5,0,"17+","Book",38,3,3
109300736,0,16221,165,4.5,4.5,"4+","Photo & Video",37,5,1
95385600,0,55750,163,3.5,3,"17+","Utilities",37,5,37
580818944,2.99,1678,4,4.5,5,"9+","Games",40,5,1
104803328,2.99,7573,884,4.5,4.5,"4+","Health & Fitness",37,0,11
384385024,2.99,2228,252,4,4,"4+","Games",43,5,1
60891136,0.99,121,42,4,4,"4+","Education",43,5,15
22585344,2.99,2079,760,4.5,4.5,"4+","Photo & Video",40,5,9
131464192,0,68911,2137,4,4,"9+","Games",38,5,14
177562624,4.99,443,12,4.5,4,"9+","Games",37,5,1
72673280,0,684,0,4,0,"4+","Education",37,5,2
85463040,4.99,2089,278,4,5,"4+","Games",38,5,1
1281059840,4.99,14247,320,4.5,4.5,"12+","Games",43,4,1
78690304,2.99,25517,273,4.5,4,"9+","Games",38,5,8
6398976,2.99,77,2,4.5,4.5,"4+","Education",37,5,18
108107776,0,113959,707,4.5,4.5,"12+","Games",38,5,1
83532800,0,287,0,4.5,0,"17+","Entertainment",38,0,1
109510656,0,1566,402,3.5,3.5,"4+","Education",40,4,16
33780714,0.99,1,1,4,4,"4+","Games",43,5,1
79953920,0,90414,44,5,4,"12+","Social Networking",37,5,31
5086208,0.99,126,4,3,1.5,"4+","Sports",37,4,31
50371584,0.99,20,1,4.5,5,"4+","Lifestyle",37,0,7
7477248,2.99,60,7,3.5,4.5,"4+","Weather",37,0,1
20605952,3.99,1158,4,4.5,5,"4+","Business",38,0,1
47127849,0.99,1087,895,4.5,4.5,"9+","Games",43,5,1
2023336960,4.99,7315,161,4,3,"4+","Games",37,5,11
28681216,2.99,12181,76,4.5,4.5,"4+","Games",24,5,6
106917888,0,21432,269,4.5,4.5,"9+","Games",40,5,6
32719872,2.99,222,1,3.5,3,"4+","News",37,5,1
1433910272,0,168674,252,4,4.5,"4+","Games",37,5,11
34965504,1.99,1565,1,4.5,5,"4+","Games",37,5,1
129395712,0,47172,28,2.5,2.5,"4+","Sports",37,5,31
89853952,0,8,0,3.5,0,"9+","Games",40,5,16
12316672,0.99,321,112,4.5,4.5,"17+","Productivity",43,5,1
87569408,4.99,1155,10,4,5,"4+","Travel",37,4,4
19643392,0,7131,17,4,4.5,"12+","Games",38,5,13
35957760,2.99,1810,15,4.5,4,"4+","Photo & Video",37,5,6
86776832,0,416736,19076,4.5,4.5,"4+","Games",38,5,10
112073728,0,40531,10,4.5,4.5,"4+","Photo & Video",37,5,22
34676736,0.99,249,1,3,2,"17+","Productivity",37,5,26
109486080,4.99,0,0,0,0,"4+","Games",38,5,1
124673024,0,278166,0,2.5,0,"17+","Photo & Video",37,4,34
698800,0.99,68,29,2,2,"4+","Entertainment",43,0,1
52582400,0,22729,997,5,5,"4+","Shopping",37,4,1
44860416,2.99,313,16,4.5,4.5,"4+","Music",24,5,1
56131584,1.99,95,22,4,4,"4+","Music",37,3,23
26227712,0,594,10,2.5,3.5,"4+","Education",24,5,1
2664228864,17.99,2760,187,4.5,5,"9+","Games",16,0,2
260040704,0,19018,81,4.5,4.5,"4+","Games",24,5,1
69435392,0,43667,1109,4,4.5,"12+","Entertainment",37,5,3
45243392,0.99,1335,9,4.5,4.5,"4+","Photo & Video",38,0,3
54710272,0,1158,5,4,3,"4+","Weather",37,5,1
1131319296,2.99,117,7,4,2.5,"4+","Book",38,5,1
94449664,0,37,2,4,3.5,"4+","Weather",37,3,21
113008640,3.99,0,0,0,0,"4+","Education",38,0,1
114601984,3.99,0,0,0,0,"4+","Education",38,0,1
113598464,3.99,0,0,0,0,"4+","Education",38,0,1
177914880,5.99,1815,6,4,4.5,"4+","Games",38,5,8
95381504,0,16683,23,4.5,4,"4+","Education",37,5,13
151453696,1.99,1135,213,4.5,5,"4+","Games",38,5,11
147821568,3.99,242,1,3,2,"4+","Education",40,5,1
46732288,0,9095,411,4.5,4.5,"4+","Photo & Video",37,5,31
236914688,0,56852,6,4.5,3,"12+","Games",38,5,1
53692416,2.99,1504,40,4.5,4.5,"4+","Games",40,5,1
165738053,1.99,42,20,4,4,"4+","Games",39,5,2
132160512,0,22458,369,4.5,4.5,"4+","Games",40,4,16
95711232,0,28606,955,4.5,4.5,"4+","Music",38,5,19
114601984,0,2434,7,4.5,5,"12+","Productivity",38,0,1
274991104,0,18971,36,4,4,"12+","Games",38,5,1
25939813,0.99,3069,1315,4.5,4.5,"9+","Games",43,5,16
126720000,0,143040,114,3.5,4,"17+","Lifestyle",37,0,42
61317120,0,2731,48,4.5,4.5,"4+","Shopping",37,0,29
111135744,0,0,0,0,0,"12+","Utilities",38,4,3
22982656,0.99,45574,34080,4.5,4.5,"12+","Games",43,5,1
69922816,4.99,382,10,3.5,4,"4+","Education",26,5,1
90030080,1.99,321,13,3,2.5,"9+","Utilities",37,5,1
33219584,2.99,10748,1842,4.5,4.5,"4+","Games",38,4,1
19196928,0,0,0,0,0,"17+","Shopping",37,0,1
66697216,1.99,11065,35,4,3.5,"4+","Games",37,4,1
131750912,0,5,0,2.5,0,"17+","Finance",38,0,2
96665600,4.99,0,0,0,0,"4+","Education",26,5,2
186856448,4.99,274,4,4.5,5,"4+","Games",38,5,4
110111744,0,8971,267,3.5,4.5,"17+","Entertainment",37,5,1
71500800,0,1221,6,3,3,"4+","Sports",37,5,1
62664704,4.99,641,22,3.5,3.5,"4+","Photo & Video",24,5,10
90521600,3.99,11536,171,5,5,"4+","Games",38,5,1
125091840,1.99,370,116,4,4.5,"4+","Games",40,5,17
583263232,299.99,41,0,4,0,"4+","Education",24,5,1
41161832,0.99,835,835,4.5,4.5,"4+","Games",43,5,1
32113664,0,0,0,0,0,"4+","Food & Drink",37,0,1
88150016,0,7553,29,4,3.5,"12+","Entertainment",37,4,9
107464704,0,474,3,4,5,"4+","Education",40,5,1
338273280,0.99,143908,1056,5,5,"9+","Games",24,5,1
59160576,0,112778,139,4.5,4.5,"4+","Social Networking",37,5,11
77485056,2.99,1275,8,3.5,4,"4+","Finance",37,1,1
141408256,5.99,632,0,4,0,"4+","Book",37,5,1
80195584,0,35440,122,4.5,5,"4+","Education",37,5,55
70040576,0,16385,6556,4,4.5,"4+","Sports",37,4,1
58736640,2.99,930,88,3.5,3.5,"4+","Education",43,5,1
107509760,0,771,22,4.5,4,"4+","Navigation",24,2,2
123231232,0,523,0,3,0,"4+","Photo & Video",38,0,13
222846976,0,961794,2453,4.5,4.5,"4+","Games",43,5,24
47773530,0,224,224,4,4,"4+","Entertainment",43,0,1
277301248,0,8573,42,4,4,"9+","Games",37,5,11
5071872,1.99,36,1,1,1,"4+","Photo & Video",37,5,3
27784192,0,11,0,3.5,0,"17+","Social Networking",37,0,2
97378304,5.99,301,13,2.5,3.5,"4+","Education",24,5,6
189565952,1.99,143,14,3,3.5,"4+","Games",37,0,9
108676096,0,1103,4,4,1.5,"4+","Travel",37,0,2
7053312,2.99,116,40,4,4,"4+","Games",40,5,1
137798656,0.99,1291,30,4.5,3.5,"9+","Games",24,5,1
50118656,0,869,1,4,1,"4+","Productivity",24,5,1
76846080,0,32763,191,3.5,3.5,"4+","Entertainment",24,5,13
56385536,0.99,6977,893,4.5,4.5,"12+","Games",43,0,1
49803264,2.99,2028,489,4.5,5,"12+","Games",26,4,1
22364160,1.99,441,402,4.5,4.5,"4+","Games",40,5,14
77971456,0.99,185,1,1.5,3,"4+","Games",37,1,1
25164800,0,64925,1543,4,3.5,"4+","Sports",37,5,1
35382272,0,0,0,0,0,"4+","Utilities",37,4,2
57138176,0,25,1,4,5,"4+","Travel",37,0,1
72376320,1.99,413,42,4.5,4.5,"9+","Games",38,0,1
213773594,3.99,1951,1333,4.5,4.5,"12+","Games",43,5,1
190382080,0,23655,376,4,4.5,"4+","Games",37,5,1
9965568,0,177,10,3,3,"4+","Shopping",38,0,1
874184704,0,164483,171,4.5,4.5,"4+","Games",38,5,12
92250112,5.99,806,461,4,4.5,"12+","Games",43,5,1
57734144,2.99,4059,28,4.5,4,"4+","Education",40,5,19
57836544,4.99,5611,1549,5,5,"4+","Business",38,4,9
113565696,2.99,895,164,4.5,4.5,"9+","Games",24,5,1
42757772,1.99,65,17,4.5,5,"4+","Games",43,5,1
103659520,7.99,493,2,4,4.5,"4+","Productivity",38,5,13
167054336,0,1619,50,4,4.5,"4+","Education",38,4,20
177338368,0,34138,7,4.5,3.5,"4+","Games",37,0,1
212249600,0,22674,10,4.5,4.5,"4+","Games",24,5,1
82904064,0,212,1,4,5,"12+","Shopping",37,5,6
75883520,0,4231,288,4.5,4,"17+","Entertainment",38,3,7
12513280,3.99,2840,258,4.5,5,"4+","Utilities",37,5,1
139865088,0,1034,859,4.5,5,"9+","Shopping",37,5,21
166305792,0,3979,374,4.5,4.5,"4+","Games",37,5,12
85362688,0.99,1133,142,4.5,4.5,"4+","Games",37,5,1
14442496,4.99,2154,27,4.5,4,"17+","Business",37,1,2
2169602048,6.99,12916,1213,4,4,"17+","Games",39,5,13
14225408,0,85535,1897,4.5,4.5,"4+","Social Networking",37,5,31
37883904,1.99,1880,118,3.5,3.5,"4+","Utilities",37,5,7
192774144,0,44313,0,4.5,0,"12+","Shopping",37,0,1
90752000,0.99,0,0,0,0,"4+","Games",37,4,1
63309824,0,13,0,5,0,"12+","Sports",38,4,1
224983040,0,9411,165,4.5,4.5,"17+","Games",37,5,9
130532352,0,3101,61,4.5,4.5,"4+","Productivity",37,5,12
797827072,0.99,2701,825,4,4,"12+","Games",39,5,1
94800896,0,6542,145,3,1.5,"12+","Photo & Video",37,4,10
255400960,0,123032,608,4.5,4.5,"4+","Games",40,5,5
349272064,6.99,1107,27,4,4.5,"12+","Games",40,5,7
65560576,0,19977,828,4,4.5,"4+","Productivity",37,3,1
84125696,0,10,0,3,0,"4+","Entertainment",37,0,2
123612160,0,277268,223,4.5,4.5,"4+","Games",38,5,12
36229120,0,26,13,3.5,3,"4+","Navigation",26,5,1
32168960,0,0,0,0,0,"17+","Social Networking",40,4,16
321376256,2.99,1474,125,4.5,4.5,"12+","Games",38,5,1
137792512,0.99,4432,61,4.5,4.5,"9+","Games",40,0,1
228352000,0,2896,17,4,3,"12+","Sports",37,5,1
47728640,9.99,0,0,0,0,"4+","Education",37,5,1
26939392,4.99,8,0,4.5,0,"4+","Music",37,5,2
46211072,3.99,4006,60,4,4.5,"4+","Games",37,5,11
113020928,2.99,42078,141,4.5,4.5,"9+","Games",40,0,15
80129024,0,8,0,5,0,"4+","Shopping",37,0,2
45089792,4.99,1782,114,4.5,4.5,"4+","Travel",40,5,1
137375744,6.99,850,448,4.5,4.5,"4+","Games",43,5,2
108322816,0,108183,186,4.5,4.5,"9+","Games",37,5,1
68952064,0,47,0,4,0,"4+","Finance",38,4,2
68952064,0.99,23,0,3.5,0,"4+","Finance",38,4,2
28961792,0,177,0,2,0,"4+","Travel",38,0,1
22560768,0,188,0,5,0,"4+","Travel",38,5,1
17436862,0.99,11687,11687,4.5,4.5,"9+","Games",43,5,1
188902400,0,46363,213,4.5,4.5,"4+","Education",37,5,9
84973568,0,581,0,3.5,0,"12+","News",38,0,1
167631872,0,1033,8,4,3.5,"17+","Utilities",24,5,2
6373376,0.99,0,0,0,0,"4+","Lifestyle",43,0,3
296433664,1.99,191,1,4,5,"4+","Education",38,5,1
217499648,2.99,28341,184,4.5,5,"9+","Games",24,5,15
17986560,0,28633,402,4,3.5,"12+","Social Networking",38,5,29
822431744,2.99,504,171,3.5,4,"4+","Games",40,5,1
93663232,2.99,3090,869,4.5,4.5,"9+","Games",43,5,1
5424128,0,0,0,0,0,"4+","News",40,0,2
37122048,3.99,132,31,3.5,3,"4+","Utilities",40,0,2
38597632,6.99,35,8,4.5,5,"4+","Travel",37,5,15
91877376,2.99,333,140,4.5,4.5,"4+","Health & Fitness",37,4,1
98619392,0,29,0,3.5,0,"12+","Entertainment",38,5,2
20587520,4.99,7309,136,5,5,"4+","Reference",24,5,3
102176768,0.99,278,0,4.5,0,"9+","Entertainment",37,5,13
41298944,4.99,33,1,4.5,5,"4+","Games",38,5,2
826970112,4.99,1207,264,3.5,3.5,"4+","Education",26,5,1
829255680,2.99,130,22,4,3.5,"4+","Education",40,0,1
971752448,2.99,743,22,3.5,3.5,"4+","Entertainment",40,5,3
23851008,0,43,0,2.5,0,"4+","Utilities",37,5,1
104692736,2.99,8661,117,4.5,4,"4+","Games",43,5,10
162386944,4.99,28439,1067,5,5,"4+","Health & Fitness",37,5,1
25718784,0.99,139,23,4.5,5,"4+","Games",40,4,16
73063424,0,1110,30,2,2,"4+","Sports",38,3,25
1209344,0.99,0,0,0,0,"4+","Utilities",37,3,2
99244032,0.99,245,22,4.5,4.5,"4+","Entertainment",37,0,8
47512576,1.99,3379,776,4.5,5,"4+","Entertainment",37,3,1
67424256,0,49510,90,3.5,2,"4+","Social Networking",37,0,1
35096576,0.99,10703,0,4.5,0,"4+","Games",40,0,11
99796992,2.99,23349,308,4.5,4,"4+","Education",40,5,18
89782272,0,162701,1881,4.5,4.5,"4+","Education",37,5,24
54000640,0,3909,53,5,5,"4+","Photo & Video",37,5,22
81673216,0,11,0,5,0,"17+","Finance",37,5,1
45799424,1.99,3434,58,5,5,"4+","Health & Fitness",37,5,15
45754368,1.99,1186,23,5,4.5,"4+","Health & Fitness",37,5,15
1139261440,4.99,7717,1748,4,4,"9+","Games",43,5,1
46076928,0,15185,407,4.5,5,"12+","Social Networking",37,0,1
