"track_name","size_bytes","price","rating_count_tot","rating_count_ver","user_rating","user_rating_ver","cont_rating","prime_genre","sup_devices.num","ipadSc_urls.num","lang.num"
"Coach Guitar - Lessons & Easy Tabs For Beginners",132141056,0,2416,45,4.5,4.5,"4+","Music",37,5,12
"Lobi",38540288,0,36,0,4,0,"17+","Social Networking",37,0,4
"MONOPOLY for iPad",979909632,4.99,8165,110,3.5,3.5,"4+","Games",24,5,8
"聚力视频HD-人民的名义,跨界歌王全网热播",90725376,0,7446,8,4,4.5,"12+","Entertainment",24,4,1
"Eden - World Builder",122429440,0.99,26419,1157,4,4.5,"9+","Games",43,5,1
"Holiday Greetings - 3D Animations, Emoji, Emoticons, Sounds & Videos for Special Occasions",12783616,0.99,208,13,4,4,"17+","Entertainment",38,4,1
"Puffin Browser Pro",63474688,3.99,7565,80,3.5,3,"17+","Utilities",37,5,28
"8mm Vintage Camera",22227968,1.99,3040,14,4.5,4,"4+","Photo & Video",37,0,4
"GasBuddy",145240064,0,145549,330,4.5,4.5,"17+","Travel",37,4,1
"Paprika Recipe Manager for iPhone",10426368,4.99,835,84,4.5,4.5,"17+","Food & Drink",37,0,16
"BillMinder - Bill Reminder and Organizer",4278742,1.99,4262,668,4.5,4,"4+","Finance",43,0,6
"myCardLists Christmas Card Address Label Printing",21371904,1.99,219,1,4,5,"4+","Utilities",37,5,1
"Capital One Mobile",273259520,0,56110,57,4.5,4,"4+","Finance",37,5,2
"HotelTonight - Great Deals on Last Minute Hotels",79332352,0,32341,1707,4.5,5,"12+","Travel",37,5,6
"The 7th Guest",655987075,4.99,1419,216,4,3.5,"12+","Games",43,5,1
"Stack the Countries®",188030976,2.99,3303,37,4.5,4.5,"4+","Education",40,5,1
"腾讯视频HD-楚乔传,明日之子6月全网首播",123563008,0,2058,4,4,4,"17+","Entertainment",24,5,3
"Secret of Mana",192136192,7.99,990,50,4,3.5,"9+","Games",37,0,6
"AVPlayerHD",39835648,2.99,1986,14,4,4.5,"17+","Entertainment",24,5,11
"SimplePhysics",8773632,1.99,8981,66,4.5,4,"9+","Games",43,5,1
"Hot Springs Story",183409664,4.99,554,1,4.5,1,"4+","Games",38,5,6
"The Guardian",92966912,0,8176,13,5,5,"12+","News",37,5,1
"Annabel Karmel's Baby & Toddler Recipe App",104406016,4.99,53,5,2,1,"4+","Food & Drink",37,5,1
"SecurityCam for iPhone",10469376,0.99,6,1,1,1,"4+","Photo & Video",39,0,2
"La Banque Postale",23792640,0,8,0,3,0,"4+","Finance",37,5,1
"My Score Plus Weight Loss, Food & Exercise Tracker",60144640,0,467,1,4,5,"4+","Health & Fitness",37,0,1
"爱奇艺HD -《欢乐颂2》电视剧热播",154600448,0,2394,0,4,0,"17+","Entertainment",24,5,2
"Quit Pro",33914880,0.99,287,18,4.5,4.5,"12+","Health & Fitness",37,0,3
"Splice - Video Editor + Movie Maker by GoPro",123070464,0,28189,2723,4.5,5,"4+","Photo & Video",37,5,22
"Localscope - Find places and people around you",13852672,2.99,868,8,4.5,4.5,"12+","Navigation",37,0,21
"Slingo Supreme HD",60013568,0.99,4094,15,4.5,3.5,"4+","Games",24,5,1
"VLC Streamer",82395136,2.99,3152,41,4.5,4.5,"4+","Entertainment",37,5,34
"Low Carb Diet Tracker PRO by Carb Manager",57810944,2.99,2950,1671,4.5,4.5,"4+","Health & Fitness",37,5,12
"NOAA Weather Radio",14232576,3.99,3245,53,4,4,"4+","Weather",37,0,1
"Mad Skills Motocross",16949248,0.99,9341,53,4.5,3.5,"12+","Games",43,5,1
"Pearson eText",21079040,0,981,4,2.5,2,"4+","Education",24,5,8
"QWOP for iOS",27227934,0.99,735,288,4,4.5,"4+","Games",43,4,1
"Sleep Pillow Sounds: white noise, rain, ocean, fan",124150784,2.99,15116,2692,4.5,5,"4+","Health & Fitness",37,5,31
"Microsoft OneNote",233533440,0,39638,1213,4.5,4.5,"4+","Productivity",37,5,33
"PlayStation®App",20168704,0,7256,491,3,2.5,"12+","Entertainment",37,4,19
"Scan - QR Code and Barcode Reader",10058752,1.99,12590,126,4.5,3.5,"4+","Utilities",38,4,14
"Carnivores: Ice Age Pro",198701056,2.99,13258,62,4.5,4,"12+","Games",37,5,4
"花しらべ 花認識/花検索",813500416,6.99,0,0,0,0,"4+","Reference",37,5,1
"Fighter Verses - memorize bible verses",13778944,2.99,331,1,4.5,1,"4+","Reference",37,4,3
"Schoology",120382464,0,1777,9,3,4,"4+","Education",37,5,4
"iDarkroom",29369344,0.99,554,1,4.5,4,"4+","Photo & Video",37,0,31
"GolfNow – Book Tee Times, Golf GPS, Scorecard",75874304,0,7535,99,4,4.5,"4+","Sports",37,5,3
"Hudl",233934848,0,2622,3,3.5,2.5,"4+","Sports",37,3,1
"乐视视频HD-白鹿原,欢乐颂,奔跑吧全网热播",136668160,0,2340,1,4,1,"17+","Entertainment",24,5,2
"TEDiSUB - Enjoy TED Talks with Subtitles",44099584,0,823,136,4.5,5,"12+","Entertainment",37,1,3
"SkyDroid - Golf GPS",25606144,1.99,261,1,4,5,"4+","Sports",37,0,1
"Verbrechen - echte Polizeifälle aus Deiner Umgebung",8161280,1.99,0,0,0,0,"4+","News",38,5,1
"Legendary Wars",247508992,0.99,29739,2253,4.5,5,"9+","Games",43,5,1
"ナビタイム ドライブサポーター - NAVITIMEのカーナビアプリ",125665280,0,0,0,0,0,"4+","Navigation",37,5,1
"Weather Radio by WDT",22879232,4.99,1359,26,3,3,"4+","Weather",38,5,1
"Home Design 3D - 3D Printing Edition",210538496,6.99,6001,72,4.5,4.5,"4+","Productivity",37,5,16
"マクドナルド - McDonald's Japan",61166592,0,10,0,3,0,"4+","Food & Drink",38,0,1
"SkyView® Free - Explore the Universe",87593984,0,4188,602,4.5,4.5,"4+","Education",37,5,1
"搜房网房天下-新房二手房租房交易平台",156446720,0,89,0,4,0,"4+","Lifestyle",37,3,3
"WordFoto",5800960,1.99,513,10,4,3.5,"4+","Photo & Video",38,5,1
"IRS2Go",10110976,0,1329,47,3,3,"17+","Finance",37,4,2
"手机京东-首次购买可领取188元优惠券",242618368,0,361,4,3.5,1.5,"17+","Shopping",38,0,2
"搜狐视频HD-欢乐颂2 全网首播",79696896,0,3768,5,4,3,"17+","Entertainment",24,5,1
"WeChat",182624256,0,34584,100,4.5,4,"12+","Social Networking",38,4,21
"QQ音乐-来这里“发现・音乐”",154551296,0,745,7,3.5,5,"4+","Music",37,0,3
"Google Translate",65281024,0,26786,27,3.5,4.5,"4+","Reference",37,5,59
"Pocket Casts",48323584,3.99,1911,39,4,4.5,"9+","News",37,5,1
"The Lost City",106427392,1.99,1393,33,4.5,4.5,"4+","Games",40,5,16
"Tasty Planet",22515712,2.99,430,35,4.5,4.5,"9+","Games",43,0,1
"Feed the Head",18358272,1.99,193,40,4.5,4,"4+","Games",38,5,1
"ContactsBook -AddressBook Organizer",7100416,0.99,7,1,4.5,4,"4+","Utilities",37,0,2
"安居客-二手房、新房、租房的找房助手",107184128,0,84,0,4.5,0,"4+","Lifestyle",37,5,2
"汽车之家-提供新车,二手车报价及资讯",54815744,0,116,3,4,5,"17+","Lifestyle",24,5,1
"PhotoSync – transfer and backup photos & videos",65495040,2.99,4352,33,4.5,5,"4+","Photo & Video",37,5,8
"My Verizon",150791168,0,126948,107245,4.5,4.5,"4+","Utilities",37,3,2
"Meitu",142101504,0,6478,21,5,5,"4+","Photo & Video",37,0,5
"Talking Ben the Dog for iPad",78565376,0,31116,77,4,4.5,"4+","Entertainment",24,5,13
"中国联通手机营业厅客户端(官方版)",78774272,0,248,1,3,1,"4+","Utilities",38,0,2
"Bodyweight Training: You Are Your Own Gym",425657344,4.99,3326,289,5,5,"9+","Health & Fitness",38,5,5
"唯品会-欢乐颂2独家电商 同款热卖",160313344,0,100,0,4.5,0,"12+","Shopping",38,0,1
"GMX Mail",100336640,0,102,1,4.5,5,"4+","Productivity",37,5,2
"Talking Carl",64342016,0.99,3662,37,4.5,4,"4+","Entertainment",37,5,8
"Tiny Wings",30252032,0.99,219418,328,4.5,4.5,"4+","Games",37,0,6
"NOAA Weather Alerts - Severe Weather Push Notifications & Warnings",10514432,3.99,2293,399,4.5,4,"4+","Weather",40,0,1
"Bleacher Report: Sports news, scores, & highlights",85283840,0,16979,183,4.5,4,"12+","Sports",37,0,8
"TuneIn Radio - MLB NBA Audiobooks Podcasts Music",101735424,0,110420,370,4.5,4.5,"12+","Music",37,4,14
"iTheme - Themes for iPhone and iPad",52618240,1.99,4719,61,4,4.5,"4+","Lifestyle",37,5,23
"Bitauto Autoprice",79730688,0,157,0,5,0,"17+","Utilities",38,0,3
"Math Fact Master: Addition, Subtraction, Multiplication, and Division",8029184,0.99,1537,159,4.5,4,"4+","Education",37,5,1
"Lieferando.de",31544320,0,29,1,3.5,5,"4+","Food & Drink",38,0,2
"万年历-值得信赖的日历黄历查询工具",112928768,0,2270,4,4.5,5,"12+","Utilities",38,4,3
"Temple Run",65921024,0,1724546,3842,4.5,4,"9+","Games",40,5,1
"Angry Birds Rio",138319872,0,170843,123,4.5,4,"4+","Games",40,0,1
"Angry Birds Rio HD",226899968,0,70122,251,4.5,4,"4+","Games",24,5,1
"My Baby's Beat - Prenatal Listener",70041600,4.99,1887,75,3,3.5,"4+","Lifestyle",37,4,4
"My Horse",301896704,0,293857,249,4.5,4,"4+","Games",40,5,8
"iStatVball 2 iPad Edition",15154176,19.99,193,0,4.5,0,"4+","Sports",24,4,1
"Magic Piano by Smule",55030784,0,131695,1102,4.5,4,"4+","Music",37,5,12
"DIRECTV App for iPad",209462272,0,47506,30,3.5,4,"4+","Entertainment",24,5,1
"PodCruncher podcast app - Player and manager for podcasts",6615040,2.99,2261,689,4.5,4,"4+","News",38,0,1
"Shell Shock 1.5",46864078,0.99,26,26,3,3,"4+","Games",26,5,1
"Talking Tom Cat 2 for iPad",73111552,0,56399,98,4,4,"4+","Entertainment",24,5,13
"MTV",113787904,0,5987,97,2.5,2,"12+","Entertainment",37,5,1
"Tiny Tower - Free City Building",124720128,0,414803,4536,4.5,4.5,"12+","Games",38,4,1
"Gmail - email by Google: secure, fast & organized",236067840,0,135962,677,4,4.5,"4+","Productivity",37,5,56
"OneCam",4324352,1.99,0,0,0,0,"4+","Photo & Video",37,0,2
"美团 - 吃喝玩乐全都有",224955392,0,549,2,4.5,5,"4+","Lifestyle",37,5,2
"Chess Pro - with coach",43033600,9.99,10619,893,5,5,"4+","Games",37,5,3
"NCAA March Madness Live - Men's College Basketball",113078272,0,13572,55,3,2.5,"4+","Sports",37,5,1
"Catholic New American Bible Revised Edition",60426240,2.99,149,0,3.5,0,"4+","Reference",37,5,1
"Planimeter - Measure Land Area and Distance on a Map",14495744,7.99,249,83,4.5,4,"4+","Productivity",38,5,6
"中国工商银行",86083584,0,152,0,2.5,0,"12+","Finance",38,0,1
"Bumpy Road",30275615,2.99,1073,186,4,4,"4+","Games",43,5,6
"Dude Perfect",140165120,0.99,9763,1556,4.5,4.5,"4+","Games",43,0,1
"Countdown‼ (Event Reminders and Timer)",81287168,0,60490,1102,4,4,"4+","Lifestyle",37,1,22
"Dude Perfect HD",139853824,1.99,2552,1041,4.5,4.5,"4+","Games",26,5,1
"FINAL FANTASY III",290695168,14.99,1378,17,4.5,3.5,"9+","Games",40,0,8
"苏宁易购-新人专享大礼包",185606144,0,38,0,3,0,"17+","Shopping",38,0,1
"SPIEGEL ONLINE - Nachrichten",31635456,0,299,29,4.5,5,"12+","News",37,5,2
"Superbrothers: Sword & Sworcery EP",212580352,3.99,5362,68,4.5,4,"12+","Games",37,3,2
"Procreate – Sketch, paint, create.",132968448,5.99,6109,356,4.5,4.5,"4+","Entertainment",24,5,13
"网易新闻 - 精选好内容，算出你的兴趣",133134336,0,4263,6,4.5,1,"17+","News",37,4,2
"Tiny Planet Photos and Video",84909056,0.99,714,8,4,4,"4+","Photo & Video",37,5,7
"Touchgrind BMX",194308096,4.99,3170,4,4,3,"4+","Games",37,5,9
"QQ浏览器HD-极速搜索浏览器",82982912,0,936,4,4,4,"17+","Utilities",24,5,1
"QR Reader for iPad",55071744,0,1341,63,4,4,"9+","Utilities",24,5,29
"NBA JAM by EA SPORTS™ for iPad",415420416,4.99,4934,164,4,4,"4+","Games",24,5,8
"Toca Hair Salon",51366912,2.99,9649,29,4,3.5,"4+","Education",40,5,1
"Showroomprive - Private Fashion Sales",31230976,0,11,0,4,0,"12+","Shopping",37,5,8
"Bloons TD 4 HD",164235264,2.99,2493,13,4,4,"4+","Games",24,5,1
"Elmo Loves ABCs for iPad",742145024,4.99,1888,26,3.5,3.5,"4+","Games",24,5,1
"Forbidden Island",149715968,4.99,923,48,4.5,4,"9+","Games",24,5,12
"1号店-全球超市 轻松到家",80944128,0,65,1,3.5,1,"17+","Shopping",37,5,1
"易到 - 低价专车,高品质出行",74724352,0,115,1,2,1,"4+","Travel",37,0,2
"Expedia Hotels, Flights & Vacation Package Deals",125872128,0,10278,112,3.5,4.5,"4+","Travel",37,5,19
"YY- 小全民手机直播交友软件",165367808,0,624,4,4,5,"17+","Social Networking",37,0,2
"ooVoo – Free Video Call, Text and Voice",113510400,0,177501,1014,4.5,4.5,"4+","Social Networking",37,5,21
"Virtual Villagers 4: The Tree of Life",36686604,0.99,500,479,4,4,"9+","Games",47,0,1
"WatchESPN",33714176,0,159735,2556,4,4.5,"4+","Sports",37,2,1
"Pinterest",74778624,0,1061624,1814,4.5,4,"12+","Social Networking",37,5,27
"iFunny :)",66599936,0,98344,877,3.5,4.5,"17+","Entertainment",37,2,2
"HBO GO",41109504,0,26278,9,3,3,"17+","Entertainment",37,5,1
"Flashlight ！",14336000,0,35769,21,4.5,2,"4+","Utilities",37,1,1
"DEATHSMILES",519446528,9.99,540,48,4.5,5,"12+","Games",43,0,2
"QQ音乐HD",139457536,0,224,4,3.5,5,"4+","Music",24,5,3
"Talking Pierre the Parrot for iPad",60313600,0,11665,364,4,4.5,"4+","Entertainment",24,5,13
"Photon Flash Player for iPad - Flash Video & Games plus Private Web Browser",35695616,4.99,20951,935,4,4,"17+","Utilities",26,5,10
"Rota Calendar - Work Shift Manager",1824768,1.99,43,24,4.5,4.5,"4+","Productivity",37,0,1
"Site Audit Pro",54476800,16.99,125,3,4,4.5,"4+","Productivity",37,5,1
"It's Tyrannosaurus Rex - Smithsonian Institution",29496320,1.99,92,1,4.5,5,"4+","Book",37,4,1
"FINAL FANTASY III for iPad",283656192,16.99,857,14,4,4,"9+","Games",24,5,8
"True Red Eye Remover HD-Face Recovery",4511744,0.99,528,379,4,4,"4+","Photo & Video",40,0,1
"Tikal",27049083,2.99,626,435,4.5,4.5,"4+","Games",47,5,1
"美丽说-潮流穿搭快人一步",143117312,0,1026,0,4.5,0,"17+","Shopping",37,0,4
"Phone Drive - File Manager, Browser & Explorer",19738624,1.99,1403,121,4.5,4.5,"17+","Utilities",38,5,15
"Fake Location",6228992,0.99,117,7,1,1,"4+","Social Networking",37,5,13
"Summer Games 3D",99463168,0.99,193,1,3.5,4,"4+","Games",37,5,1
"Classic Explain Everything™",123312128,7.99,896,0,4,0,"4+","Education",37,5,17
"The JMU Bus App",4427776,2.99,35,0,3,0,"4+","Navigation",38,0,1
"ROBLOX",115178496,0,183621,300,4.5,4.5,"12+","Games",37,5,1
"Pocket Academy",192954368,4.99,616,12,4.5,4,"4+","Games",38,5,5
"知乎",149436416,0,397,0,3,0,"17+","Social Networking",37,5,1
"プチ・ロワイヤル仏和辞典（第4版）・和仏辞典（第3版）",205664256,47.99,0,0,0,0,"9+","Reference",37,5,2
"Round1 お得なクーポン毎週配信！",5999616,0,0,0,0,0,"17+","Sports",40,5,2
"Ticket to Ride",345904128,2.99,4866,64,4.5,3,"4+","Games",40,5,3
"Dice With Buddies: Fun New Social Dice Game",409732096,2.99,20355,23,4.5,4.5,"4+","Games",37,5,1
"Money Origami - Learn How to Fold Money",15350784,1.99,6,0,3.5,0,"4+","Reference",37,5,2
"Cloud Baby Monitor ~ Video, Audio, Unlimited Range",62913536,3.99,1855,131,4.5,4.5,"4+","Lifestyle",38,5,1
"STREET FIGHTER IV VOLT",947195904,4.99,9741,924,4.5,4,"12+","Games",40,0,3
"FL Studio Mobile",791146496,13.99,818,9,3.5,2.5,"4+","Music",37,5,1
"Qzone HD",30027776,0,458,26,3.5,3,"4+","Social Networking",26,5,2
"PicFrame",36758528,0.99,6374,66,4.5,5,"4+","Photo & Video",37,5,21
"Bank of America - Mobile Banking for iPad",114268160,0,7569,31,3.5,3,"4+","Finance",24,5,1
"Nyan Cat: Lost In Space",96872448,0,76392,700,4.5,4.5,"4+","Games",37,5,1
"ZOOKEEPER　DX",28983296,0.99,274,24,3.5,3.5,"4+","Games",43,4,3
"Fishing Kings Free+",610881536,0,35058,7453,4.5,4.5,"4+","Games",40,5,12
"Werewolf ""Nightmare in Prison""",17530880,0,78,0,4.5,0,"12+","Games",37,0,2
"PhotoToaster - Photo Editor, Filters, Effects and Borders",58143744,2.99,4748,391,5,5,"4+","Photo & Video",37,5,1
"Bike Baron",183046144,1.99,12162,57,4.5,4.5,"4+","Games",40,5,1
"Moji Weather - Free Weather Forecast",86968320,0,2333,0,4.5,0,"4+","Weather",38,0,3
"京东 HD",114121728,0,150,0,4,0,"17+","Shopping",24,4,1
"Toca Robot Lab",64152576,2.99,1006,17,4,4,"4+","Education",40,5,1
"Viator Tours & Activities",79013888,0,1839,174,4.5,4,"12+","Travel",37,5,1
"Lookout: Security and Identity Theft Protection",65608704,0,2661,41,4,3.5,"4+","Utilities",37,1,8
"PBS KIDS Video",57694208,0,8651,23,3.5,3.5,"4+","Education",37,5,1
"LetterSchool - learn to write letters and numbers",47030272,4.99,460,72,4.5,3.5,"4+","Education",40,5,1
"Kurumaki Calendar -month scroll calendar-",7558144,1.99,34,6,5,5,"4+","Productivity",37,0,31
"Building Parallel Circuits",31744669,0.99,32,7,3.5,3,"4+","Education",26,3,1
"HappyCow Vegan / Vegetarian Restaurant Guide",35261440,3.99,863,12,4.5,5,"12+","Travel",37,3,11
"Building Serial Circuits",21462305,0.99,23,2,4,3.5,"4+","Education",26,3,1
"Superimpose",25382912,1.99,2965,205,4.5,5,"4+","Photo & Video",37,5,8
"ComicBook!",92432384,0.99,3702,112,4.5,4.5,"9+","Photo & Video",37,4,1
"Jelly Defense",299294720,2.99,5058,363,4.5,4.5,"4+","Games",38,5,1
"Learn to Speak Italian Fast With MosaLingua",43553792,4.99,0,0,0,0,"12+","Education",38,5,5
"Domino's Pizza USA",105743360,0,258624,2481,5,4.5,"4+","Food & Drink",37,5,2
"Junk Jack Retro",33743872,2.99,8632,62,4.5,4,"9+","Games",38,5,1
"FiLMiC Pro",125991936,14.99,1478,18,3,4.5,"4+","Photo & Video",37,5,1
"AliExpress Shopping App",133053440,0,10647,185,4,4.5,"12+","Shopping",37,0,18
"搜狐新闻—新闻热点资讯掌上阅读软件",136421376,0,383,0,4.5,0,"17+","News",38,0,1
"ZDFmediathek",67734528,0,320,1,3.5,3,"4+","Entertainment",37,5,1
"Digital Domain",13512704,0,102,0,2,0,"9+","Photo & Video",37,4,9
"SayHi Translate",26569728,0,8623,292,4.5,5,"4+","Business",37,4,35
"Tank Hero",16048128,0.99,14361,918,4.5,4.5,"9+","Games",43,0,1
"聚力视频-蓝光电视剧电影在线热播",99607552,0,1670,4,4.5,4,"12+","Entertainment",38,0,1
"TextGrabber – image to text: OCR & translate photo",134786048,4.99,1153,39,4,4,"4+","Productivity",37,5,11
"淘宝HD－Taobao for iPad",119247872,0,1103,54,3.5,4.5,"4+","Shopping",24,5,2
"Timenote",4849664,0.99,11,5,4.5,5,"4+","Business",43,0,2
"Snapseed",141322240,0,8683,98,4,4.5,"4+","Photo & Video",37,3,34
"北京浮生记",1532640,0.99,44,21,4.5,4.5,"17+","Games",43,0,2
"My PlayHome",225615872,3.99,3523,181,4.5,4.5,"4+","Entertainment",43,5,18
"腾讯手机管家-拦截骚扰电话的QQ安全助手",60549120,0,527,1,4,1,"4+","Utilities",37,0,1
"5K Runner: 0 to 5K Run Trainer. Couch potato to 5K",84338688,4.99,10368,1051,5,5,"4+","Health & Fitness",37,5,31
"Magic Jigsaw Puzzles",235259904,0,187666,1263,4.5,4.5,"4+","Games",37,5,10
"DragonVale",153074688,0,503230,282,4.5,4.5,"4+","Games",37,5,10
"SHADOWGUN",517828608,4.99,4513,95,4,4.5,"12+","Games",43,5,1
"PlayerXtreme Media Player PRO - Movies & streaming",99442688,4.99,125,6,3.5,2,"4+","Utilities",37,5,2
"Lieferheld - Delicious food delivery service",46147584,0,29,1,4.5,5,"12+","Food & Drink",38,0,2
"Kwai - Share your video moments",91466752,0,668,4,4.5,5,"17+","Photo & Video",38,0,11
"ibis Paint - speed painting",31885312,4.99,112,1,4.5,5,"12+","Entertainment",37,5,19
"360手机卫士-超安全的来电防骚扰助手",103390208,0,944,0,4,0,"4+","Utilities",37,0,2
"Photo Lab: Picture Editor, effects & fun face app",102964224,0,34585,34,4.5,4.5,"12+","Photo & Video",37,5,10
"ConjuVerb - Spanish Verb Conjugation Helper",49025024,0.99,406,62,4.5,4.5,"4+","Education",40,5,1
"Skype for iPad",129096704,0,60163,104,4,4.5,"4+","Social Networking",24,5,32
"Book Creator for iPad",86345728,4.99,415,2,4,3,"4+","Education",24,5,11
"Modern Combat 3: Fallen Nation",1978085376,6.99,23766,582,4.5,4.5,"17+","Games",43,5,12
"Toca Store",69277696,2.99,1595,28,4,3.5,"4+","Education",40,5,18
"NBC – Watch Now and Stream Full TV Episodes",135252992,0,55950,248,4,3.5,"12+","Entertainment",37,5,1
"CCW – Concealed Carry 50 State Guide",22264832,1.99,644,45,5,4.5,"12+","Reference",40,5,1
"TOEIC®テスト文法640問1",10928128,2.99,0,0,0,0,"4+","Education",37,5,1
"Camera360 - Selfie Filter Camera, Photo Editor",161159168,0,16729,2,4.5,4.5,"12+","Photo & Video",37,0,12
"Hotspot Shield Free VPN Proxy & Wi-Fi Privacy",72476672,0,32499,438,4.5,4.5,"4+","Productivity",37,5,11
"Racing Penguin Free - Top Flying and Diving Game",79857664,0,141224,1909,4.5,4.5,"4+","Games",38,5,1
"Fitness Buddy+ Gym Workout Exercise, Home Trainer",224675840,2.99,10386,58,4.5,4,"4+","Health & Fitness",37,0,31
"LINE",212208640,0,11437,11,3.5,3,"4+","Social Networking",37,5,17
"驴妈妈旅游-订景点门票机票火车票特价酒店",145368064,0,30,0,5,0,"4+","Travel",37,5,1
"Calculator for iPad Free.",48484352,0,4021,538,4.5,4.5,"4+","Utilities",40,4,32
"NOAA Hurricane Center HD",8093696,1.99,43,27,3.5,3.5,"4+","Weather",26,5,1
"Jesus Calling Devotional by Sarah Young",125770752,9.99,1685,2,2.5,1.5,"4+","Book",38,5,1
"ADP Mobile Solutions",53805056,0,8324,306,4,3,"4+","Business",37,5,24
"Daily Audio Bible App",13282304,0.99,796,0,5,0,"4+","Lifestyle",37,3,5
"Scribblenauts Remix",209452032,0.99,86127,179,4.5,4,"9+","Games",40,5,2
"QQ",218936320,0,9109,17,3,1.5,"12+","Social Networking",37,0,1
"Talking Tom & Ben News for iPad",55250944,0,20988,963,4,4.5,"4+","Entertainment",24,5,13
"Calc for Loan",880640,3.99,0,0,0,0,"4+","Finance",40,5,2
"LOVOO - Dating Chat",85049344,0,1985,4,4.5,5,"17+","Social Networking",37,5,15
"爱奇艺PPS -《欢乐颂2》电视剧热播",224617472,0,14844,0,4,0,"17+","Entertainment",38,5,3
"当当-正品秒杀，首单立减5元",130363392,0,65,0,3,0,"4+","Shopping",38,0,1
"Phoenix HD",92713984,0,13106,230,4.5,4.5,"9+","Games",37,5,14
"Zaim",118128640,0,44,0,4,0,"4+","Finance",37,5,2
"MailShot Pro- Group Email Done Right!",9162752,3.99,425,11,4.5,4.5,"4+","Productivity",37,5,4
"Human Anatomy Atlas – 3D Anatomical Model of the Human Body",1312071680,24.99,1298,144,4.5,4.5,"12+","Medical",38,5,7
"欢乐斗地主•腾讯",214474752,0,403,5,3.5,4.5,"17+","Games",43,5,1
"Virtual Villagers 5: New Believers",36301672,0.99,309,309,4,4,"9+","Games",47,0,1
"FINAL FANTASY TACTICS: THE WAR OF THE LIONS",507508522,13.99,5180,3723,4.5,4.5,"9+","Games",45,0,1
"自転車ナビ by NAVITIME(ナビタイム) - 自転車のナビができるアプリ",48708608,0,0,0,0,0,"4+","Navigation",37,0,1
"Reckless Getaway",123644928,0.99,18259,77,4.5,4.5,"12+","Games",43,5,1
"Snapchat",203038720,0,323905,576,2.5,3,"12+","Photo & Video",37,0,22
"途牛旅游-订机票酒店，查旅行景点门票",161202176,0,51,1,4.5,5,"17+","Travel",37,0,1
"PDF Converter - Convert Documents, Photos to PDF",55156736,4.99,1294,113,4.5,4.5,"4+","Business",37,5,9
"Auto Palmistry",51680256,0,5,0,3,0,"4+","Entertainment",37,4,2
"Muffin Knight",214679552,0.99,9302,401,4.5,4,"9+","Games",43,5,9
"Infinity Blade II",1344401408,0.99,153588,595,4.5,4.5,"12+","Games",40,5,16
"Quick Scan Pro - Barcode Scanner. Deal Finder. Money Saver.",24059904,0.99,3837,85,4.5,3.5,"4+","Productivity",43,0,1
"Sprinkle: Water splashing fire fighting fun!",34025472,1.99,10509,712,4.5,4,"4+","Games",43,5,1
"Lock Photos & Video.s Vault - Passcode Protect Your Secret Photo Album & Secure Private Picture.s Folders",14741504,2.99,4697,415,4.5,4.5,"4+","Photo & Video",38,5,1
"Truecaller - Spam Identification & Block",84406272,0,27791,5779,4.5,4.5,"4+","Utilities",37,0,30
"MOMO陌陌-开启视频社交,用直播分享生活",156017664,0,1862,0,4,0,"17+","Social Networking",37,0,1
"Couch to 5K® - Running App and Training Coach",95468544,2.99,3820,319,4.5,4.5,"4+","Health & Fitness",37,0,1
"Pic Collage - Picture Editor & Photo Collage Maker",109210624,0,123433,1521,5,5,"12+","Photo & Video",37,5,12
"Where's My Water?",90853376,1.99,131656,484,4.5,4,"4+","Games",40,5,11
"United Airlines",140942336,0,5748,106,2.5,2.5,"4+","Travel",37,1,1
"Dictionary.com Premium Dictionary & Thesaurus for iPad",162652160,4.99,4922,1010,4.5,4.5,"4+","Reference",24,5,9
"Cut the Rope: Experiments",124532736,0.99,63272,305,4.5,4.5,"4+","Games",40,0,11
"The Singing Machine Mobile Karaoke App",32770048,0,130,9,2.5,1.5,"12+","Music",37,1,1
"ibis Paint X - speed painting",40980480,0,1933,20,4.5,4.5,"12+","Entertainment",37,5,19
"VIBO RealMassager",4009984,0,6,1,3,5,"4+","Health & Fitness",37,0,2
"Peggle Classic HD",179580928,0.99,3912,627,4.5,4.5,"4+","Games",26,5,5
"Monkey Math School Sunshine",235767808,1.99,1092,1,4,5,"4+","Games",38,5,1
"Conservative Talk Radio",13180928,2.99,2436,274,4.5,5,"9+","News",37,2,1
"Azuki Wave",21263360,1.99,14,1,4,5,"4+","Entertainment",37,4,2
"蘑菇街-网红直播搭配的购物特卖平台",144661504,0,558,0,5,0,"17+","Shopping",37,0,4
"百度地图-智能的手机导航，公交地铁出行必备",213586944,0,1014,23,4,4.5,"17+","Navigation",37,0,2
"Smilebox Moments - Collages, Stickers, Filters, Frames & Animations",25620480,0.99,4510,627,4.5,4.5,"4+","Photo & Video",40,0,1
"Gangstar Rio: City of Saints",1820196864,6.99,14724,1043,4.5,4.5,"17+","Games",43,5,12
"去哪儿旅行HD-总有你要的低价",2706432,0,85,0,3.5,0,"4+","Travel",26,4,1
"咕咚-你的跑步骑行运动社区",141333504,0,160,0,4.5,0,"17+","Health & Fitness",37,0,3
"Photon Flash Player for iPhone - Flash Video & Games plus Private Web Browser",35683328,3.99,4676,255,4,4,"17+","Utilities",43,0,10
